gmDate,seasonType,season,teamWins,teamLosses,teamAbbr,teamLoc,teamRslt,teamDayOff,teamPTS,teamAST,teamTO,teamMin,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,teamFG%,team2PA,team2PM,team2P%,team3PA,team3PM,team3P%,teamFTA,teamFTM,teamFT%,teamORB,teamDRB,teamTRB,teamTREB%,teamASST%,teamTS%,teamEFG%,teamOREB%,teamDREB%,teamTO%,teamSTL%,teamBLK%,teamBLKR,teamPPS,teamFIC,teamFIC40,teamOrtg,teamDrtg,teamEDiff,teamPlay%,teamAR,teamPoss,teamAST/TO,teamPace,teamSTL/TO,opptWins,opptLosses,opptAbbr,opptLoc,opptRslt,opptDayOff,opptPTS,opptAST,opptTO,opptMin,opptSTL,opptBLK,opptPF,opptFGA,opptFGM,opptFG%,oppt2PA,oppt2PM,oppt2P%,oppt3PA,oppt3PM,oppt3P%,opptFTA,opptFTM,opptFT%,opptORB,opptDRB,opptTRB,opptTREB%,opptASST%,opptTS%,opptEFG%,opptOREB%,opptDREB%,opptTO%,opptSTL%,opptBLK%,opptBLKR,opptPPS,opptFIC,opptFIC40,opptOrtg,opptDrtg,opptEDiff,opptPlay%,opptAR,opptAST/TO,opptSTL/TO,opptPoss,opptPace,matchWinner
2012-07-07,Regular,2012,7,8,SEA,Away,Loss,5,59.0,17.0,17.0,197.0,5.0,2.0,16.0,61.0,22.0,0.36,45.0,19.0,0.42,16.0,3.0,0.19,19.0,12.0,0.63,9.0,25.0,34.0,47.22,0.77,0.45,0.39,25.71,67.57,19.69,6.68,2.67,3.7,0.97,32.88,33.38,78.8,110.86,-32.06,0.32,19.62,74.87,1.0,91.21,0.29,10,7,LAS,Home,Win,1,83.0,13.0,13.0,196.0,5.0,5.0,18.0,71.0,30.0,0.42,54.0,21.0,0.39,17.0,9.0,0.53,15.0,14.0,0.93,12.0,26.0,38.0,52.78,0.43,0.56,0.49,32.43,74.29,14.35,6.57,6.57,11.11,1.17,56.62,57.78,109.0,77.48,31.52,0.42,14.38,1.0,0.38,76.15,93.24,LAS
2012-07-07,Regular,2012,11,4,CON,Away,Win,0,86.0,12.0,10.0,196.0,3.0,1.0,17.0,74.0,31.0,0.42,52.0,25.0,0.48,22.0,6.0,0.27,24.0,18.0,0.75,12.0,36.0,48.0,55.81,0.39,0.54,0.46,30.0,78.26,10.58,3.76,1.25,1.64,1.16,58.0,59.18,107.77,100.25,7.52,0.43,14.04,79.8,1.2,97.71,0.3,11,5,MIN,Home,Loss,1,80.0,21.0,8.0,196.0,4.0,2.0,21.0,76.0,30.0,0.39,61.0,23.0,0.38,15.0,7.0,0.47,17.0,13.0,0.76,10.0,28.0,38.0,44.19,0.7,0.5,0.44,21.74,70.0,8.75,5.14,2.57,3.85,1.05,56.12,57.27,102.76,110.47,-7.71,0.41,21.53,2.62,0.5,77.85,95.33,CON
2012-07-07,Regular,2012,5,10,ATL,Away,Loss,5,100.0,17.0,19.0,246.0,14.0,8.0,17.0,89.0,38.0,0.43,67.0,31.0,0.46,22.0,7.0,0.32,23.0,17.0,0.74,6.0,33.0,39.0,38.24,0.45,0.53,0.47,13.64,56.9,16.09,12.76,7.29,10.53,1.12,66.88,54.37,91.11,84.73,6.38,0.37,14.8,109.76,0.89,107.08,0.74,5,10,PHO,Home,Win,3,93.0,17.0,22.0,245.0,13.0,2.0,23.0,103.0,33.0,0.32,76.0,23.0,0.3,27.0,10.0,0.37,21.0,17.0,0.81,25.0,38.0,63.0,61.76,0.52,0.43,0.37,43.1,86.36,16.39,12.54,1.93,2.99,0.9,59.88,48.88,89.7,96.45,-6.75,0.33,12.81,0.77,0.59,103.68,101.56,PHO
2012-07-08,Regular,2012,5,11,ATL,Away,Loss,0,63.0,18.0,15.0,195.0,9.0,3.0,12.0,66.0,23.0,0.35,50.0,20.0,0.4,16.0,3.0,0.19,22.0,14.0,0.64,12.0,18.0,30.0,45.45,0.78,0.44,0.37,34.29,58.06,16.54,12.16,4.05,6.12,0.95,39.75,40.77,85.1,106.71,-21.61,0.33,20.15,74.03,1.2,91.11,0.6,11,7,LAS,Home,Win,0,79.0,19.0,17.0,197.0,10.0,3.0,21.0,67.0,32.0,0.48,49.0,27.0,0.55,18.0,5.0,0.28,16.0,10.0,0.62,13.0,23.0,36.0,54.55,0.59,0.56,0.51,41.94,65.71,18.67,13.01,3.9,6.0,1.18,57.5,58.38,102.76,81.95,20.81,0.45,19.8,1.12,0.59,76.88,93.66,LAS
2012-07-08,Regular,2012,10,5,SAS,Away,Win,1,94.0,26.0,13.0,195.0,14.0,1.0,10.0,69.0,38.0,0.55,40.0,27.0,0.68,29.0,11.0,0.38,11.0,7.0,0.64,8.0,22.0,30.0,50.85,0.68,0.66,0.63,29.63,68.75,14.97,18.28,1.31,2.22,1.36,85.62,87.82,122.76,105.79,16.97,0.51,25.2,76.57,2.0,94.24,1.08,8,7,NYL,Home,Loss,1,81.0,14.0,21.0,196.0,9.0,1.0,14.0,65.0,30.0,0.46,45.0,17.0,0.38,20.0,13.0,0.65,8.0,8.0,1.0,10.0,19.0,29.0,49.15,0.47,0.61,0.56,31.25,70.37,23.46,11.8,1.31,2.5,1.25,49.5,50.51,106.17,123.21,-17.04,0.39,14.51,0.67,0.43,76.29,93.42,SAS
2012-07-08,Regular,2012,6,10,PHO,Away,Loss,0,68.0,10.0,11.0,196.0,8.0,2.0,24.0,64.0,21.0,0.33,47.0,19.0,0.4,17.0,2.0,0.12,31.0,24.0,0.77,10.0,25.0,35.0,51.47,0.48,0.48,0.34,25.64,86.21,12.41,10.58,2.65,5.56,1.06,34.12,34.82,89.95,109.79,-19.84,0.32,14.01,75.6,0.91,92.57,0.73,7,9,SEA,Home,Win,0,83.0,15.0,13.0,196.0,2.0,4.0,26.0,55.0,25.0,0.45,36.0,15.0,0.42,19.0,10.0,0.53,27.0,23.0,0.85,4.0,29.0,33.0,48.53,0.6,0.68,0.55,13.79,74.36,16.27,2.67,5.34,8.51,1.51,52.38,53.45,110.8,90.78,20.02,0.39,21.09,1.15,0.15,74.91,91.73,SEA
2012-07-08,Regular,2012,4,10,WAS,Away,Loss,1,62.0,15.0,17.0,194.0,8.0,3.0,18.0,65.0,26.0,0.4,50.0,23.0,0.46,15.0,3.0,0.2,10.0,7.0,0.7,6.0,24.0,30.0,46.88,0.58,0.46,0.42,21.43,66.67,19.68,10.38,3.89,6.0,0.95,33.5,34.54,80.46,101.22,-20.76,0.34,16.2,77.06,0.88,95.33,0.47,3,12,TUL,Home,Win,1,78.0,14.0,16.0,196.0,10.0,5.0,14.0,65.0,27.0,0.42,50.0,20.0,0.4,15.0,7.0,0.47,21.0,17.0,0.81,12.0,22.0,34.0,53.12,0.52,0.56,0.47,33.33,78.57,17.73,13.32,6.66,10.0,1.2,55.88,57.02,103.93,82.61,21.32,0.39,16.32,0.88,0.62,75.05,91.9,TUL
2012-07-10,Regular,2012,8,8,NYL,Away,Loss,1,82.0,14.0,13.0,196.0,6.0,6.0,18.0,70.0,33.0,0.47,57.0,26.0,0.46,13.0,7.0,0.54,9.0,9.0,1.0,13.0,20.0,33.0,55.93,0.42,0.57,0.52,40.62,74.07,14.95,8.51,8.51,13.95,1.17,58.12,59.31,116.28,119.12,-2.84,0.47,15.05,70.52,1.08,86.35,0.46,9,6,IND,Home,Win,2,84.0,18.0,13.0,195.0,7.0,4.0,13.0,61.0,32.0,0.52,43.0,23.0,0.53,18.0,9.0,0.5,14.0,11.0,0.79,7.0,19.0,26.0,44.07,0.56,0.66,0.6,25.93,59.38,16.22,9.82,5.61,7.02,1.38,63.75,65.38,117.89,115.09,2.8,0.48,20.97,1.38,0.54,71.25,87.69,IND
2012-07-10,Regular,2012,12,7,LAS,Away,Win,1,90.0,20.0,16.0,195.0,10.0,6.0,20.0,77.0,32.0,0.42,58.0,24.0,0.41,19.0,8.0,0.42,19.0,18.0,0.95,22.0,33.0,55.0,56.12,0.62,0.55,0.47,52.38,58.93,15.79,13.27,7.96,9.52,1.17,81.88,83.98,119.4,94.19,25.21,0.45,19.11,75.38,1.25,92.78,0.62,6,11,PHO,Home,Loss,1,71.0,11.0,10.0,195.0,12.0,6.0,16.0,80.0,25.0,0.31,63.0,22.0,0.35,17.0,3.0,0.18,25.0,18.0,0.72,23.0,20.0,43.0,43.88,0.44,0.42,0.33,41.07,47.62,9.9,17.51,8.76,10.34,0.89,50.62,51.92,103.62,131.35,-27.73,0.37,12.22,1.1,1.2,68.52,84.33,LAS
2012-07-10,Regular,2012,11,6,MIN,Away,Loss,2,107.0,23.0,16.0,195.0,5.0,4.0,16.0,59.0,41.0,0.69,43.0,30.0,0.7,16.0,11.0,0.69,17.0,14.0,0.82,5.0,23.0,28.0,59.57,0.56,0.85,0.79,31.25,74.19,19.4,6.6,5.28,10.0,1.81,86.62,88.84,141.2,113.49,27.71,0.59,25.41,75.78,1.44,93.27,0.31,4,12,TUL,Home,Win,1,86.0,20.0,16.0,196.0,10.0,1.0,20.0,64.0,31.0,0.48,40.0,20.0,0.5,24.0,11.0,0.46,17.0,13.0,0.76,8.0,11.0,19.0,40.43,0.65,0.63,0.57,25.81,68.75,18.29,13.9,1.39,2.33,1.34,52.88,53.96,119.56,148.76,-29.2,0.43,21.62,1.25,0.62,71.93,88.08,TUL
2012-07-10,Regular,2012,12,4,CON,Away,Win,2,77.0,20.0,10.0,195.0,5.0,2.0,14.0,54.0,28.0,0.52,41.0,21.0,0.51,13.0,7.0,0.54,21.0,14.0,0.67,3.0,20.0,23.0,37.7,0.71,0.66,0.58,11.54,57.14,13.65,7.23,2.89,3.7,1.43,56.62,58.07,111.29,101.17,10.12,0.46,26.75,69.19,2.0,85.16,0.5,4,11,WAS,Home,Loss,1,70.0,17.0,10.0,197.0,6.0,2.0,19.0,69.0,28.0,0.41,54.0,23.0,0.43,15.0,5.0,0.33,15.0,9.0,0.6,15.0,23.0,38.0,62.3,0.61,0.48,0.44,42.86,88.46,11.68,8.87,2.96,4.88,1.01,50.38,51.15,103.43,113.77,-10.34,0.44,19.02,1.7,0.6,67.68,82.45,CON
2012-07-11,Regular,2012,11,5,SAS,Away,Win,2,77.0,18.0,12.0,196.0,13.0,7.0,13.0,67.0,28.0,0.42,53.0,22.0,0.42,14.0,6.0,0.43,19.0,15.0,0.79,7.0,16.0,23.0,37.1,0.64,0.54,0.46,20.59,57.14,13.74,16.66,8.97,14.29,1.15,58.12,59.31,98.71,87.17,11.54,0.39,20.31,78.01,1.5,95.52,1.08,8,7,CHI,Home,Loss,3,68.0,16.0,19.0,196.0,9.0,7.0,19.0,65.0,26.0,0.4,49.0,19.0,0.39,16.0,7.0,0.44,12.0,9.0,0.75,12.0,27.0,39.0,62.9,0.62,0.5,0.45,42.86,79.41,21.28,11.85,9.22,13.21,1.05,50.5,51.53,89.52,101.37,-11.85,0.36,16.89,0.84,0.47,75.96,93.01,SAS
2012-07-11,Regular,2012,4,12,WAS,Away,Loss,0,73.0,15.0,16.0,194.0,7.0,1.0,20.0,63.0,30.0,0.48,50.0,28.0,0.56,13.0,2.0,0.15,14.0,11.0,0.79,9.0,20.0,29.0,48.33,0.5,0.55,0.49,32.14,62.5,18.79,9.56,1.37,1.75,1.16,41.5,42.78,99.66,116.04,-16.38,0.43,17.08,73.25,0.94,90.62,0.44,13,4,CON,Home,Win,0,85.0,19.0,13.0,196.0,11.0,0.0,17.0,69.0,33.0,0.48,57.0,30.0,0.53,12.0,3.0,0.25,16.0,16.0,1.0,12.0,19.0,31.0,51.67,0.58,0.59,0.5,37.5,67.86,14.6,14.97,0.0,0.0,1.23,62.0,63.27,115.66,99.33,16.33,0.47,20.22,1.46,0.85,73.49,89.99,CON
2012-07-11,Regular,2012,5,12,ATL,Away,Win,2,70.0,16.0,9.0,196.0,11.0,3.0,16.0,61.0,29.0,0.48,47.0,27.0,0.57,14.0,2.0,0.14,14.0,10.0,0.71,9.0,25.0,34.0,57.63,0.55,0.55,0.49,30.0,86.21,11.82,16.84,4.59,8.57,1.15,59.75,60.97,107.15,90.31,16.84,0.48,20.04,65.33,1.78,80.0,1.22,8,9,SEA,Home,Loss,2,59.0,14.0,16.0,196.0,4.0,0.0,19.0,53.0,21.0,0.4,35.0,16.0,0.46,18.0,5.0,0.28,12.0,12.0,1.0,4.0,21.0,25.0,42.37,0.67,0.53,0.44,13.79,70.0,21.54,5.85,0.0,0.0,1.11,27.0,27.55,86.36,102.46,-16.1,0.32,18.01,0.88,0.25,68.32,83.66,ATL
2012-07-12,Regular,2012,13,7,LAS,Away,Win,1,77.0,12.0,14.0,197.0,5.0,8.0,18.0,76.0,28.0,0.37,57.0,25.0,0.44,19.0,3.0,0.16,23.0,18.0,0.78,23.0,24.0,47.0,60.26,0.43,0.47,0.39,54.76,66.67,13.98,7.04,11.26,16.33,1.01,54.38,55.21,108.34,104.12,4.22,0.42,13.06,71.07,0.86,86.58,0.36,10,6,IND,Home,Loss,1,74.0,13.0,11.0,196.0,8.0,7.0,17.0,67.0,26.0,0.39,49.0,20.0,0.41,18.0,6.0,0.33,19.0,16.0,0.84,12.0,19.0,31.0,39.74,0.5,0.52,0.43,33.33,45.24,12.74,11.66,10.2,12.28,1.1,51.38,52.43,107.84,112.21,-4.37,0.39,15.73,1.18,0.73,68.62,84.02,LAS
2012-07-12,Regular,2012,5,12,TUL,Away,Loss,1,74.0,14.0,16.0,194.0,12.0,4.0,23.0,71.0,24.0,0.34,57.0,23.0,0.4,14.0,1.0,0.07,30.0,25.0,0.83,12.0,24.0,36.0,45.0,0.58,0.48,0.35,26.67,68.57,15.97,14.02,4.67,8.16,1.04,42.0,43.3,86.46,103.98,-17.52,0.32,15.95,85.59,0.88,105.88,0.75,11,7,MIN,Home,Win,1,89.0,22.0,19.0,197.0,5.0,5.0,25.0,74.0,32.0,0.43,49.0,25.0,0.51,25.0,7.0,0.28,22.0,18.0,0.82,11.0,33.0,44.0,55.0,0.69,0.56,0.48,31.43,73.33,18.5,5.52,5.52,8.77,1.2,61.5,62.44,98.28,81.71,16.57,0.39,20.89,1.16,0.26,90.56,110.33,MIN
2012-07-13,Regular,2012,14,4,CON,Away,Win,1,80.0,16.0,14.0,220.0,9.0,1.0,9.0,82.0,30.0,0.37,61.0,26.0,0.43,21.0,4.0,0.19,19.0,16.0,0.84,16.0,28.0,44.0,54.32,0.53,0.46,0.39,34.78,80.0,13.42,10.68,1.19,2.22,0.98,55.88,50.8,94.96,92.58,2.38,0.38,15.44,84.25,1.14,91.91,0.64,8,8,CHI,Home,Loss,1,78.0,23.0,20.0,219.0,10.0,6.0,16.0,72.0,34.0,0.47,45.0,28.0,0.62,27.0,6.0,0.22,5.0,4.0,0.8,7.0,30.0,37.0,45.68,0.68,0.53,0.51,20.0,65.22,21.23,11.59,6.95,9.84,1.08,62.62,57.19,90.37,92.69,-2.32,0.4,20.39,1.15,0.5,86.31,94.59,CON
2012-07-13,Regular,2012,4,13,WAS,Away,Win,1,70.0,14.0,12.0,196.0,10.0,9.0,16.0,56.0,24.0,0.43,44.0,21.0,0.48,12.0,3.0,0.25,28.0,19.0,0.68,7.0,21.0,28.0,43.08,0.58,0.56,0.46,22.58,61.76,14.94,13.99,12.59,16.98,1.25,53.25,54.34,97.94,74.16,23.78,0.39,20.09,71.47,1.17,87.51,0.83,8,9,NYL,Home,Loss,2,53.0,9.0,21.0,194.0,6.0,2.0,21.0,68.0,22.0,0.32,53.0,21.0,0.4,15.0,1.0,0.07,9.0,8.0,0.89,13.0,24.0,37.0,56.92,0.41,0.38,0.33,38.24,77.42,22.59,7.97,2.66,4.55,0.78,15.12,15.59,70.38,92.95,-22.57,0.29,9.57,0.43,0.29,75.31,93.17,WAS
2012-07-13,Regular,2012,8,10,SEA,Away,Win,1,83.0,21.0,12.0,195.0,5.0,4.0,15.0,70.0,32.0,0.46,49.0,23.0,0.47,21.0,9.0,0.43,11.0,10.0,0.91,12.0,28.0,40.0,52.63,0.66,0.57,0.52,33.33,70.0,13.82,6.86,5.49,7.69,1.19,69.88,71.67,113.93,87.85,26.08,0.46,21.39,72.85,1.75,89.66,0.42,6,12,PHO,Home,Loss,2,64.0,11.0,15.0,195.0,5.0,4.0,17.0,69.0,23.0,0.33,52.0,18.0,0.35,17.0,5.0,0.29,14.0,13.0,0.93,12.0,24.0,36.0,47.37,0.48,0.44,0.37,30.0,66.67,16.64,6.83,5.47,8.16,0.93,33.5,34.36,87.44,113.4,-25.96,0.32,12.38,0.73,0.33,73.19,90.08,SEA
2012-07-13,Regular,2012,6,12,ATL,Away,Loss,1,70.0,14.0,20.0,195.0,6.0,5.0,16.0,56.0,26.0,0.46,43.0,21.0,0.49,13.0,5.0,0.38,16.0,13.0,0.81,9.0,21.0,30.0,51.72,0.54,0.59,0.51,36.0,63.64,24.08,8.47,7.06,9.26,1.25,43.75,44.87,98.81,128.46,-29.65,0.39,16.88,70.84,0.7,87.19,0.3,12,5,SAS,Home,Win,1,91.0,24.0,9.0,194.0,12.0,3.0,13.0,71.0,34.0,0.48,54.0,26.0,0.48,17.0,8.0,0.47,18.0,15.0,0.83,12.0,16.0,28.0,48.28,0.71,0.61,0.54,36.36,64.0,10.24,17.09,4.27,6.98,1.28,78.5,80.93,129.57,99.67,29.9,0.5,24.98,2.67,1.33,70.23,86.88,SAS
2012-08-16,Regular,2012,5,13,WAS,Away,Loss,33,66.0,9.0,16.0,194.0,8.0,1.0,17.0,64.0,27.0,0.42,55.0,25.0,0.45,9.0,2.0,0.22,14.0,10.0,0.71,11.0,24.0,35.0,46.05,0.33,0.49,0.44,29.73,61.54,18.57,10.84,1.35,2.17,1.03,35.25,36.34,89.39,113.77,-24.38,0.39,10.86,73.83,0.56,91.34,0.5,10,7,IND,Home,Win,34,84.0,20.0,14.0,194.0,11.0,7.0,12.0,71.0,29.0,0.41,46.0,20.0,0.43,25.0,9.0,0.36,20.0,17.0,0.85,15.0,26.0,41.0,53.95,0.69,0.56,0.47,38.46,70.27,14.93,14.37,9.14,12.73,1.18,75.75,78.09,109.72,86.21,23.51,0.41,20.79,1.43,0.79,76.56,94.71,IND
2012-08-16,Regular,2012,15,4,CON,Away,Loss,33,66.0,12.0,17.0,196.0,3.0,3.0,11.0,69.0,29.0,0.42,52.0,25.0,0.48,17.0,4.0,0.24,5.0,4.0,0.8,12.0,27.0,39.0,56.52,0.41,0.47,0.45,36.36,75.0,19.27,4.14,4.14,5.08,0.96,40.12,40.94,91.11,109.06,-17.95,0.39,12.53,72.44,0.71,88.7,0.18,8,10,NYL,Home,Win,33,79.0,18.0,6.0,195.0,12.0,6.0,10.0,75.0,34.0,0.45,59.0,28.0,0.47,16.0,6.0,0.38,6.0,5.0,0.83,9.0,21.0,30.0,43.48,0.53,0.52,0.49,25.0,63.64,7.17,17.08,8.54,11.54,1.05,70.25,72.05,112.47,93.96,18.51,0.47,18.68,3.0,2.0,70.24,86.45,NYL
2012-08-16,Regular,2012,6,13,PHO,Away,Loss,33,58.0,13.0,19.0,195.0,9.0,5.0,15.0,66.0,25.0,0.38,51.0,21.0,0.41,15.0,4.0,0.27,5.0,4.0,0.8,9.0,25.0,34.0,53.97,0.52,0.43,0.41,26.47,86.21,21.79,11.94,6.63,10.87,0.88,34.88,35.77,76.93,95.5,-18.57,0.33,13.57,75.39,0.68,92.79,0.47,9,10,SEA,Home,Win,33,72.0,24.0,12.0,195.0,9.0,4.0,10.0,69.0,30.0,0.43,46.0,24.0,0.52,23.0,6.0,0.26,7.0,6.0,0.86,4.0,25.0,29.0,46.03,0.8,0.51,0.48,13.79,73.53,14.27,11.53,5.13,7.84,1.04,60.38,61.93,92.26,74.32,17.94,0.39,23.55,2.0,0.75,78.04,96.05,SEA
2012-08-17,Regular,2012,6,13,ATL,Away,Win,34,82.0,22.0,16.0,197.0,15.0,4.0,15.0,71.0,34.0,0.48,58.0,31.0,0.53,13.0,3.0,0.23,13.0,11.0,0.85,8.0,18.0,26.0,48.15,0.65,0.56,0.5,30.77,64.29,17.26,18.75,5.0,9.52,1.15,62.88,63.84,102.47,94.98,7.49,0.43,21.3,80.02,1.38,97.49,0.94,8,9,CHI,Home,Loss,34,76.0,11.0,21.0,195.0,10.0,6.0,15.0,60.0,28.0,0.47,42.0,20.0,0.48,18.0,8.0,0.44,16.0,12.0,0.75,10.0,18.0,28.0,51.85,0.39,0.6,0.53,35.71,69.23,23.85,13.3,7.98,10.34,1.27,47.0,48.21,101.1,109.09,-7.99,0.39,12.95,0.52,0.48,75.17,92.52,ATL
2012-08-17,Regular,2012,5,14,WAS,Away,Loss,0,69.0,17.0,18.0,195.0,9.0,7.0,21.0,67.0,25.0,0.37,54.0,22.0,0.41,13.0,3.0,0.23,23.0,16.0,0.7,15.0,17.0,32.0,47.76,0.68,0.48,0.4,39.47,58.62,18.92,11.77,9.16,11.48,1.03,42.38,43.47,90.24,128.17,-37.93,0.36,18.5,76.46,0.94,94.1,0.5,12,7,MIN,Home,Win,35,98.0,29.0,14.0,195.0,9.0,3.0,17.0,76.0,39.0,0.51,61.0,34.0,0.56,15.0,5.0,0.33,21.0,15.0,0.71,12.0,23.0,35.0,52.24,0.74,0.61,0.55,41.38,60.53,14.11,10.61,3.54,5.56,1.29,80.88,82.95,115.53,81.34,34.19,0.5,26.42,2.07,0.64,84.83,104.41,MIN
2012-08-17,Regular,2012,13,5,SAS,Away,Win,34,89.0,19.0,16.0,195.0,7.0,2.0,17.0,65.0,34.0,0.52,46.0,26.0,0.57,19.0,8.0,0.42,18.0,13.0,0.72,8.0,26.0,34.0,57.63,0.56,0.65,0.58,29.63,81.25,17.99,8.93,2.55,5.13,1.37,64.5,66.15,113.56,100.8,12.76,0.47,20.63,78.37,1.19,96.46,0.44,5,13,TUL,Home,Loss,35,79.0,19.0,15.0,196.0,10.0,2.0,19.0,58.0,26.0,0.45,39.0,19.0,0.49,19.0,7.0,0.37,28.0,20.0,0.71,6.0,19.0,25.0,42.37,0.73,0.62,0.51,18.75,70.37,17.58,13.16,2.63,4.35,1.36,51.75,52.81,103.97,117.14,-13.17,0.39,23.85,1.27,0.67,75.98,93.04,SAS
2012-08-18,Regular,2012,9,10,NYL,Away,Loss,1,74.0,20.0,26.0,195.0,6.0,6.0,19.0,58.0,28.0,0.48,40.0,19.0,0.47,18.0,9.0,0.5,11.0,9.0,0.82,5.0,25.0,30.0,55.56,0.71,0.61,0.56,21.74,80.65,29.27,7.37,7.37,10.0,1.28,46.62,47.82,90.89,104.4,-13.51,0.35,20.17,81.42,0.77,100.21,0.23,15,5,CON,Home,Win,1,85.0,20.0,13.0,195.0,11.0,3.0,12.0,71.0,34.0,0.48,60.0,31.0,0.52,11.0,3.0,0.27,18.0,14.0,0.78,6.0,18.0,24.0,44.44,0.59,0.57,0.5,19.35,78.26,14.14,13.53,3.69,7.5,1.2,59.5,61.03,104.55,91.02,13.53,0.44,20.82,1.54,0.85,81.3,100.06,CON
2012-08-18,Regular,2012,7,13,ATL,Away,Loss,0,72.0,12.0,12.0,194.0,5.0,6.0,18.0,65.0,23.0,0.35,49.0,17.0,0.35,16.0,6.0,0.38,28.0,20.0,0.71,11.0,23.0,34.0,48.57,0.52,0.51,0.4,28.21,74.19,13.43,6.62,7.94,15.0,1.11,43.0,44.33,95.34,113.88,-18.54,0.35,15.65,75.52,1.0,93.43,0.42,11,7,IND,Home,Win,1,86.0,20.0,11.0,196.0,4.0,6.0,22.0,67.0,32.0,0.48,40.0,20.0,0.5,27.0,12.0,0.44,11.0,10.0,0.91,8.0,28.0,36.0,51.43,0.62,0.62,0.57,25.81,71.79,13.28,5.4,8.1,12.24,1.28,68.62,70.02,116.09,97.19,18.9,0.46,21.47,1.82,0.36,74.08,90.71,IND
2012-08-18,Regular,2012,14,7,LAS,Away,Win,36,82.0,17.0,15.0,195.0,7.0,2.0,26.0,60.0,29.0,0.48,41.0,22.0,0.54,19.0,7.0,0.37,24.0,17.0,0.71,7.0,29.0,36.0,60.0,0.59,0.63,0.54,25.0,90.62,17.53,9.17,2.62,4.55,1.37,54.75,56.15,107.46,93.04,14.42,0.43,20.87,76.31,1.13,93.92,0.47,10,10,SEA,Home,Loss,1,71.0,12.0,13.0,196.0,5.0,2.0,20.0,62.0,27.0,0.44,44.0,24.0,0.55,18.0,3.0,0.17,24.0,14.0,0.58,3.0,21.0,24.0,40.0,0.44,0.53,0.46,9.38,75.0,15.19,6.26,2.5,4.88,1.15,30.25,30.87,88.84,102.6,-13.76,0.38,15.7,0.92,0.38,79.92,97.86,LAS
2012-08-19,Regular,2012,5,14,TUL,Away,Loss,1,59.0,16.0,14.0,195.0,7.0,5.0,19.0,68.0,24.0,0.35,44.0,18.0,0.41,24.0,6.0,0.25,11.0,5.0,0.45,10.0,17.0,27.0,41.54,0.67,0.42,0.4,24.39,70.83,16.12,9.34,6.67,11.11,0.87,31.12,31.92,78.75,110.78,-32.03,0.33,17.17,74.92,1.14,92.21,0.5,13,7,MIN,Home,Win,1,83.0,20.0,19.0,195.0,10.0,7.0,14.0,60.0,30.0,0.5,45.0,22.0,0.49,15.0,8.0,0.53,20.0,15.0,0.75,7.0,31.0,38.0,58.46,0.67,0.64,0.57,29.17,75.61,21.64,12.33,8.63,15.91,1.38,71.75,73.59,102.36,72.76,29.6,0.42,22.17,1.05,0.53,81.09,99.8,MIN
2012-08-19,Regular,2012,14,5,SAS,Away,Win,1,89.0,16.0,10.0,195.0,8.0,4.0,18.0,67.0,30.0,0.45,49.0,21.0,0.43,18.0,9.0,0.5,23.0,20.0,0.87,11.0,32.0,43.0,55.13,0.53,0.62,0.51,32.35,72.73,11.48,10.9,5.45,9.09,1.33,74.12,76.02,121.27,64.04,57.23,0.45,19.31,73.39,1.6,90.33,0.8,6,14,PHO,Home,Loss,2,47.0,9.0,14.0,195.0,5.0,2.0,21.0,63.0,17.0,0.27,44.0,13.0,0.3,19.0,4.0,0.21,16.0,9.0,0.56,12.0,23.0,35.0,44.87,0.53,0.35,0.3,27.27,67.65,16.66,7.52,3.01,4.08,0.75,14.5,14.87,70.66,133.79,-63.13,0.26,11.4,0.64,0.36,66.52,81.87,SAS
2012-08-19,Regular,2012,8,10,CHI,Away,Loss,1,71.0,11.0,20.0,220.0,10.0,6.0,25.0,67.0,25.0,0.37,49.0,22.0,0.45,18.0,3.0,0.17,23.0,18.0,0.78,13.0,23.0,36.0,54.55,0.44,0.49,0.4,38.24,71.88,20.59,12.66,7.59,12.24,1.06,36.88,33.53,89.85,94.91,-5.06,0.34,12.52,79.02,0.55,86.2,0.5,5,15,WAS,Home,Win,1,75.0,21.0,18.0,221.0,11.0,6.0,23.0,60.0,26.0,0.43,49.0,22.0,0.45,11.0,4.0,0.36,30.0,19.0,0.63,9.0,21.0,30.0,45.45,0.81,0.56,0.47,28.12,61.76,19.74,13.91,7.59,12.24,1.25,52.0,47.06,94.83,89.77,5.06,0.38,24.48,1.17,0.61,79.09,85.89,WAS
2012-08-21,Regular,2012,9,11,NYL,Away,Win,2,77.0,17.0,12.0,197.0,14.0,9.0,16.0,57.0,27.0,0.47,38.0,20.0,0.53,19.0,7.0,0.37,23.0,16.0,0.7,7.0,20.0,27.0,41.54,0.63,0.62,0.54,25.0,54.05,15.17,19.95,12.83,17.31,1.35,67.62,68.65,109.73,95.48,14.25,0.44,22.4,70.17,1.42,85.49,1.17,8,11,CHI,Home,Loss,1,67.0,17.0,17.0,195.0,8.0,7.0,17.0,71.0,27.0,0.38,52.0,22.0,0.42,19.0,5.0,0.26,14.0,8.0,0.57,17.0,21.0,38.0,58.46,0.63,0.45,0.42,45.95,75.0,18.05,11.03,9.65,18.42,0.94,47.75,48.97,92.36,106.15,-13.79,0.38,17.2,1.0,0.47,72.54,89.28,NYL
